!
! START OF RUN INFORMATION
!  Run number  : 76784
!  Title       : CaF2
!  Temperature : 50.000 K
!  Field       : 20.00 G
!  Comment     : Calibration run
!  Started     : 2019-06-18  10:10:09
!  Stopped     : 2019-06-18  10:14:38
!  Histograms  : 32 [64 det] (2048 bins of 16000 ps = 32.77 µs)
!  Events      : 4.78 MEv grouped in range (raw = 5.06) [10634 fr, 449 Ev/fr]
! END OF RUN INFORMATION
!
! START OF GROUPING INFORMATION
!  Group#01  Hist(t0): 01( 29) 02( 29) 03( 29) 04( 29) 05( 29) 06( 29) 07( 29) 08( 29) 09( 29) 10( 29) 11( 29) 12( 29) 13( 29) 14( 29) 15( 29) 16( 29) 
!  Group#02  Hist(t0): 17( 29) 18( 29) 19( 29) 20( 29) 21( 29) 22( 29) 23( 29) 24( 29) 25( 29) 26( 29) 27( 29) 28( 29) 29( 29) 30( 29) 31( 29) 32( 29) 
!  Forward Group = 02, Backward Group = 01, Alpha = 1.0000
!  Offset to first good bin =  7, Last good bin = 2048
!  Fixed binning, bunching factor =  5
!  Deadtime correction off
!  Background correction off
! END OF GROUPING INFORMATION
!
! START OF DATA SET INFORMATION
!  Datarow: (Time) (raw data) (Error)  (group)
!  Title: Group1 
!  Xlabel: Time in microseconds
!  Ylabel: Count
! END OF DATA SET INFORMATION
!
0.144 11581 48.1269 1
0.224 11335.8 47.6147 1
0.304 11113.6 47.1457 1
0.384 10892.2 46.6738 1
0.464 10627.6 46.1034 1
0.544 10530.4 45.892 1
0.624 10262.6 45.3047 1
0.7040001 9995.6 44.7115 1
0.784 9745 44.1475 1
0.864 9587 43.7881 1
0.9440001 9189.4 42.8705 1
1.024 8900.6 42.1915 1
1.104 8608.4 41.4931 1
1.184 8329.6 40.8157 1
1.264 7959.8 39.8994 1
1.344 7703.8 39.2525 1
1.424 7455.6 38.615 1
1.504 7203.6 37.9568 1
1.584 6967.8 37.3304 1
1.664 6774 36.8076 1
1.744 6486.6 36.0183 1
1.824 6236.8 35.318 1
1.904 6135.4 35.0297 1
1.984 5909.2 34.3779 1
2.064 5670.4 33.6761 1
2.144 5488.6 33.1319 1
2.224 5330 32.6497 1
2.304 5110.2 31.9694 1
2.384 4894.6 31.2877 1
2.464 4687 30.617 1
2.544 4546 30.1529 1
2.624 4344.4 29.4768 1
2.704 4121.8 28.7117 1
2.784 3929.6 28.0343 1
2.864 3818.8 27.6362 1
2.944 3666 27.0777 1
3.024 3477.4 26.372 1
3.104 3394.4 26.0553 1
3.184 3194.6 25.2769 1
3.264 3113.8 24.9552 1
3.344 2971.8 24.3795 1
3.424 2849.2 23.8713 1
3.504 2742.8 23.4214 1
3.584 2646 23.0043 1
3.664 2544.4 22.5584 1
3.744 2452.6 22.1477 1
3.824 2423.6 22.0164 1
3.904 2318 21.5314 1
3.984 2263.8 21.2782 1
4.064 2151.6 20.7442 1
4.144 2106.2 20.5241 1
4.224 2045 20.2237 1
4.304 2006 20.03 1
4.384 1936.2 19.6784 1
4.464 1852.2 19.2468 1
4.544 1791.8 18.9304 1
4.624 1751 18.7136 1
4.704 1642.2 18.1229 1
4.784 1631.8 18.0654 1
4.864 1589.2 17.8281 1
4.944 1501 17.3263 1
5.024 1437.6 16.9564 1
5.104 1432.2 16.9245 1
5.184 1325 16.2788 1
5.264 1321.4 16.2567 1
5.344 1265 15.906 1
5.424 1226.2 15.6601 1
5.504 1136 15.0732 1
5.584 1141.2 15.1076 1
5.664 1054.8 14.5245 1
5.744 1043.8 14.4485 1
5.824 997.4 14.1237 1
5.904 942.2 13.7273 1
5.984 930.8 13.644 1
6.064 900 13.4164 1
6.144 875 13.2288 1
6.224 831.6 12.8965 1
6.304 784 12.522 1
6.384 771.8 12.4242 1
6.464 724.8 12.0399 1
6.544 714 11.9499 1
6.624001 689.4 11.7422 1
6.704 640 11.3137 1
6.784 599 10.9453 1
6.864 585 10.8167 1
6.944 578.6 10.7573 1
7.024 564 10.6207 1
7.104001 520 10.198 1
7.184 526.8 10.2645 1
7.264 494.2 9.94183 1
7.344 480.4 9.80204 1
7.424 460.6 9.59792 1
7.504 448.6 9.47206 1
7.584001 445.8 9.44246 1
7.664001 420.6 9.1717 1
7.744 394.6 8.88369 1
7.824 404.4 8.99333 1
7.904 381.2 8.73155 1
7.984 360 8.48528 1
8.064 368.4 8.58371 1
8.144 354.2 8.41665 1
8.224 330.2 8.1265 1
8.304001 317.4 7.96743 1
8.384001 309.8 7.87147 1
8.464001 294.6 7.67594 1
8.544001 291 7.62889 1
